,0,1,2
1,0.871435597,0.546443044,0.49244289
2,0.66565757,0.746324326,0.827888881
3,0.680441033,0.851586754,1.02464628
4,0.450111097,0.120519708,0.47013296
5,0.650326841,0.392969464,0.318943569
6,0.20862646,0.337083076,0.322838969
7,0.273906918,0.571948424,0.224944438
8,0.240416306,0.520672642,0.291376046
9,0.042426407,0.169115345,0.206397674
10,0.152315462,0.313209195,0.328937684
